peak	gene	distance	peak_type
chr11_72736517_72737069	ARAP1	-14160	distal
chr11_72738958_72738967	ARAP1	13436	distal
chr11_72741302_72741817	ARAP1	10586	distal
chr11_72745747_72746361	ARAP1	6042	distal
chr11_72748981_72749157	ARAP1	3246	distal
chr11_72749659_72754254	ARAP1	0	promoter
chr11_72759004_72759541	ARAP1;STARD10	-6602;0	distal;distal
chr11_72771539_72772443	ARAP1;STARD10	0;9399	distal;distal
chr11_72773199_72773907	ARAP1;STARD10	0;7935	distal;distal
chr11_72774578_72775141	ARAP1;STARD10	0;6701	distal;distal
chr11_72776715_72778720	ARAP1;STARD10	0;3122	distal;distal
chr11_72780235_72783039	ARAP1;STARD10	0;0	distal;promoter
chr11_72789565_72790419	ARAP1;STARD10	3180;0	distal;distal
chr11_72792459_72795039	ARAP1;STARD10;AP002381.2	0;0;0	promoter;promoter;distal
chr11_72812758_72816009	ATG16L2;AP002381.2	0;0	promoter;promoter
chr11_72821053_72823465	ATG16L2	6643	distal
chr11_72824377_72825282	ATG16L2	9967	distal
chr11_72831254_72832278	FCHSD2;ATG16L2	11235;0	distal;distal
chr11_72833885_72834618	FCHSD2;ATG16L2	8895;0	distal;distal
chr11_72865004_72865063	FCHSD2	-21492	distal
chr11_72885587_72886120	FCHSD2	-42075	distal
chr11_73019011_73020438	FCHSD2	119623	distal
chr11_73039963_73040511	FCHSD2	99550	distal
chr11_73095780_73095828	FCHSD2	44233	distal
chr11_73126822_73127146	FCHSD2	12915	distal
chr11_73140433_73143824	FCHSD2	0	promoter
chr11_73147958_73148659	FCHSD2	-5641	distal
chr11_73177215_73178516	AP002761.2	19270	distal
chr11_73185156_73185588	AP002761.2	27211	distal
chr11_73201337_73201555	AP002761.1	14358	distal
chr11_73213644_73214661	AP002761.1	1252	distal
chr11_73216992_73218764	P2RY2	0	promoter
chr11_73242368_73243041	AP002761.4	3394	distal
chr11_73257432_73257785	P2RY6	-6720	distal
chr11_73289120_73289906	P2RY6	-2876	distal
chr11_73295422_73295790	P2RY6	2641	distal
chr11_73307012_73316190	ARHGEF17;AP002761.3	0;0	promoter;promoter
chr11_73316847_73318410	ARHGEF17;AP002761.3	0;-7487	distal;distal
chr11_73321732_73324100	ARHGEF17;AP002761.3	0;-12372	distal;distal
chr11_73325028_73325534	ARHGEF17;AP002761.3	0;-15668	distal;distal
chr11_73327115_73327373	ARHGEF17	-15551	distal
chr11_73330612_73331122	ARHGEF17	-11802	distal
chr11_73334212_73335933	ARHGEF17	-6991	distal
chr11_73340069_73340291	ARHGEF17	-2633	distal
chr11_73341913_73344900	ARHGEF17	0	promoter
chr11_73347025_73347744	ARHGEF17	4102	distal
chr11_73350848_73351778	ARHGEF17	7925	distal
chr11_73365656_73365674	RELT;ARHGEF17	-10725;0	distal;distal
chr11_73367696_73367843	RELT;ARHGEF17	-8556;0	distal;distal
chr11_73370297_73370569	RELT	-5830	distal
chr11_73372333_73372818	RELT	-3581	distal
chr11_73373822_73374619	RELT	-1780	distal
chr11_73375296_73378014	RELT	0	promoter
chr11_73381446_73382107	RELT	4779	distal
chr11_73382660_73386282	RELT	5993	distal
chr11_73387345_73389633	RELT;AP000763.4	0;6803	distal;distal
chr11_73390138_73390314	RELT;AP000763.4	0;6122	distal;distal
chr11_73393150_73394316	RELT;AP000763.4	0;2120	distal;distal
chr11_73397055_73398820	RELT;AP000763.4	0;-620	distal;promoter
chr11_73403990_73404512	FAM168A;AP000763.3	0;-785	distal;promoter
chr11_73405124_73405128	FAM168A;AP000763.3	0;-169	distal;promoter
chr11_73411440_73412754	FAM168A;AP000763.3	0;6144	distal;distal
chr11_73414562_73416345	FAM168A;AP000763.3	0;9266	distal;distal
chr11_73425962_73426832	FAM168A;AP000763.3	0;20666	distal;distal
chr11_73436884_73437148	FAM168A;AP000763.3	0;31588	distal;distal
chr11_73438865_73439532	FAM168A;AP000763.3	0;33569	distal;distal
chr11_73454710_73455532	FAM168A;AP000763.3	0;49414	distal;distal
chr11_73467459_73467928	FAM168A;AP000763.3	0;62163	distal;distal
chr11_73478818_73479086	FAM168A;AP000763.3	0;73522	distal;distal
chr11_73494143_73494696	FAM168A;AP000763.3	0;88847	distal;distal
chr11_73510740_73511334	FAM168A	86764	distal
chr11_73526926_73526935	FAM168A	71163	distal
chr11_73538430_73538795	FAM168A	59303	distal
chr11_73576211_73576767	FAM168A	21331	distal
chr11_73596659_73599255	FAM168A	0	promoter
chr11_73623813_73623846	PLEKHB1	-22332	distal
chr11_73625619_73626264	PLEKHB1	-19914	distal
chr11_73646963_73650706	PLEKHB1	0	promoter
chr11_73651386_73653170	PLEKHB1	2697	distal
chr11_73660374_73661726	PLEKHB1	11685	distal
chr11_73663607_73663646	PLEKHB1	14918	distal
chr11_73671782_73672043	PLEKHB1	23093	distal
chr11_73685771_73686306	RAB6A;AP002993.1	0;-36043	distal;distal
chr11_73713389_73713536	RAB6A;AP002993.1	0;-8813	distal;distal
chr11_73715311_73716616	RAB6A;AP002993.1	0;-5733	distal;distal
chr11_73717194_73717652	RAB6A;AP002993.1	0;-4697	distal;distal
chr11_73729800_73730171	RAB6A;AP002993.1	0;7452	distal;distal
chr11_73752582_73752739	RAB6A	7356	distal
chr11_73759647_73762057	RAB6A;AP002770.1	0;0	promoter;promoter
chr11_73778836_73780301	MRPL48	-7573	distal
chr11_73787282_73788758	MRPL48	0	promoter
chr11_73795754_73798084	MRPL48	7846	distal
chr11_73800459_73800744	MRPL48	12551	distal
chr11_73814307_73814310	MRPL48	26399	distal
chr11_73838342_73838820	MRPL48	-3293	distal
chr11_73855785_73856821	MRPL48	13673	distal
chr11_73876304_73877472	PAAF1;COA4	0;0	promoter;promoter
chr11_73889645_73889970	PAAF1	852	distal
chr11_73931217_73931789	DNAJB13	-18530	distal
chr11_73944967_73945334	DNAJB13	-4985	distal
chr11_73946253_73946654	DNAJB13	-3665	distal
chr11_73950811_73951242	DNAJB13	493	distal
chr11_73964233_73964919	DNAJB13;AP003717.1	0;0	promoter;distal
chr11_73980145_73980417	UCP2	2413	distal
chr11_73981993_73984149	UCP2;AP003717.4	0;0	promoter;promoter
chr11_74000693_74001182	UCP3	7903	distal
chr11_74018348_74018970	C2CD3;UCP3	0;-9264	distal;distal
chr11_74019968_74020223	C2CD3;UCP3	0;-10884	distal;distal
chr11_74070761_74070995	C2CD3;UCP3	0;-61677	distal;distal
chr11_74138685_74138939	C2CD3	32045	distal
chr11_74170294_74172020	C2CD3;PPME1	0;0	promoter;promoter
chr11_74179810_74179864	PPME1	8489	distal
chr11_74255765_74256149	P4HA3-AS1	-55213	distal
chr11_74311435_74311897	P4HA3;P4HA3-AS1	0;0	promoter;distal
chr11_74325531_74326320	P4HA3	-13892	distal
chr11_74388696_74389010	PGM2L1;AP001372.1	0;-8539	distal;distal
chr11_74397650_74399294	PGM2L1;AP001372.1;AP001085.1	0;0;0	promoter;promoter;promoter
chr11_74443308_74443825	AP001372.1;AP001372.3	0;-11523	distal;distal
chr11_74449264_74449771	AP001372.1;AP001372.3	0;-5577	distal;distal
chr11_74467092_74467821	KCNE3;AP001372.1	0;0	promoter;distal
chr11_74492691_74494155	LIPT2;AP001372.2	0;0	promoter;promoter
chr11_74591953_74593265	POLD3	0	promoter
chr11_74634648_74634952	POLD3	42044	distal
chr11_74637698_74639722	POLD3	45094	distal
chr11_74641094_74641709	POLD3	48490	distal
chr11_74672560_74674378	CHRDL2	56797	distal
chr11_74681486_74684320	CHRDL2	46855	distal
chr11_74702325_74702836	CHRDL2	28339	distal
chr11_74717657_74718003	CHRDL2	13172	distal
chr11_74720603_74721863	CHRDL2	9312	distal
chr11_74726302_74727016	CHRDL2	4159	distal
chr11_74731193_74731782	CHRDL2	0	promoter
chr11_74739743_74740186	CHRDL2	-8359	distal
chr11_74747969_74750333	RNF169	0	promoter
chr11_74780963_74781183	RNF169	32115	distal
chr11_74821958_74822708	RNF169	73110	distal
chr11_74929717_74930118	XRRA1;AP001992.2	0;-1606	distal;distal
chr11_74948619_74950162	SPCS2;XRRA1	0;0	promoter;promoter
chr11_74971527_74971750	SPCS2;NEU3	0;-16529	distal;distal
chr11_74988363_74989415	NEU3	0	promoter
chr11_75022817_75025376	NEU3	33874	distal
chr11_75031914_75032310	NEU3	42971	distal
chr11_75140530_75140892	AP001972.4	-383	promoter
chr11_75142895_75143578	AP001972.4	-2748	distal
chr11_75144403_75144849	AP001972.4	-4256	distal
chr11_75195185_75195612	SLCO2B1;AP001972.3	0;17746	distal;distal
chr11_75204884_75205344	SLCO2B1;AP001972.3	0;8014	distal;distal
chr11_75214415_75214701	AP001972.3	-1058	distal
chr11_75230351_75230886	AP001972.3;TPBGL	0;-9888	distal;distal
chr11_75240268_75242426	AP001972.3;TPBGL	0;0	promoter;promoter
chr11_75248449_75249121	AP001972.3	-7277	distal
chr11_75261051_75262168	ARRB1;AP001972.1	0;925	distal;distal
chr11_75262965_75264179	ARRB1;AP001972.2	0;-110	distal;promoter
chr11_75275605_75275932	ARRB1;AP001972.2	0;11317	distal;distal
chr11_75280079_75281001	ARRB1;AP001972.2	0;15791	distal;distal
chr11_75288926_75289717	ARRB1;AP001972.2	0;24638	distal;distal
chr11_75301143_75304699	ARRB1;AP001972.2	0;36855	distal;distal
chr11_75305689_75307148	ARRB1;AP001972.2	0;41401	distal;distal
chr11_75310845_75310913	ARRB1	40748	distal
chr11_75311445_75312748	ARRB1	38913	distal
chr11_75313304_75314565	ARRB1	37096	distal
chr11_75317439_75317936	ARRB1	33725	distal
chr11_75320022_75320618	ARRB1	31043	distal
chr11_75324929_75325134	ARRB1	26527	distal
chr11_75325674_75326956	ARRB1	24705	distal
chr11_75328380_75329368	ARRB1	22293	distal
chr11_75335043_75335774	ARRB1	15887	distal
chr11_75338721_75339263	ARRB1	12398	distal
chr11_75339800_75343880	ARRB1	7781	distal
chr11_75344688_75346109	ARRB1	5552	distal
chr11_75346804_75348546	ARRB1	3115	distal
chr11_75349354_75352750	ARRB1	0	promoter
chr11_75384359_75384940	RPS3	-14578	distal
chr11_75388571_75389106	RPS3	-10412	distal
chr11_75399009_75400638	RPS3	0	promoter
chr11_75420837_75422532	KLHL35;RPS3	7659;0	distal;distal
chr11_75428060_75428895	KLHL35	1296	distal
chr11_75429687_75431335	KLHL35	0	promoter
chr11_75432119_75433536	KLHL35	-1491	distal
chr11_75445268_75445765	GDPD5	4175	distal
chr11_75475508_75475911	GDPD5	1940	distal
chr11_75506309_75506742	GDPD5;AP002815.1	0;1649	distal;distal
chr11_75520588_75521094	GDPD5	4847	distal
chr11_75524656_75526589	GDPD5	0	promoter
chr11_75532299_75532704	GDPD5	-6359	distal
chr11_75547540_75548152	SERPINH1	-13904	distal
chr11_75553913_75555558	SERPINH1	-6498	distal
chr11_75557842_75558581	SERPINH1	-3475	distal
chr11_75559122_75559496	SERPINH1	-2560	distal
chr11_75561508_75564356	SERPINH1	0	promoter
chr11_75565199_75565676	SERPINH1	-2106	distal
chr11_75566314_75566527	SERPINH1	-1255	distal
chr11_75572995_75573083	SERPINH1	5214	distal
chr11_75577205_75577607	AP001922.5	-5589	distal
chr11_75582701_75584782	AP001922.5	0	promoter
chr11_75615716_75615928	MAP6;AP001922.6	0;-18447	distal;distal
chr11_75635226_75635330	MAP6;AP001922.2	0;3257	distal;distal
chr11_75639578_75640410	MAP6;AP001922.2	0;-992	distal;promoter
chr11_75667111_75669424	MAP6	0	promoter
chr11_75706212_75706706	MOGAT2	-11132	distal
chr11_75718168_75718363	MOGAT2	331	distal
chr11_75723214_75723511	MOGAT2	3841	distal
chr11_75733574_75733997	MOGAT2	14201	distal
chr11_75768060_75769807	DGAT2;AP001922.1	0;0	promoter;promoter
chr11_75800736_75801248	DGAT2;AP003031.1	0;2167	distal;distal
chr11_75802563_75803706	AP003031.1;UVRAG-DT	0;0	promoter;distal
chr11_75813992_75817168	UVRAG;UVRAG-DT	0;0	promoter;promoter
chr11_75851016_75851182	UVRAG	12073	distal
chr11_75867726_75868525	UVRAG	28783	distal
chr11_75869941_75870509	UVRAG	30998	distal
chr11_75872856_75875060	UVRAG	33913	distal
chr11_75878687_75879514	UVRAG;AP003168.2	0;-34687	distal;distal
chr11_75896821_75897210	UVRAG;AP003168.2	0;-16991	distal;distal
chr11_75924940_75925290	UVRAG	-5570	distal
chr11_75946640_75946813	UVRAG	15781	distal
chr11_75949266_75949587	UVRAG	18407	distal
chr11_76140914_76141296	UVRAG;AP002340.1	0;-3184	distal;distal
chr11_76152094_76152677	AP002340.1	-14364	distal
chr11_76186036_76186419	WNT11;AP000785.1	0;-4306	distal;distal
chr11_76206241_76211047	WNT11;LINC02761	0;0	promoter;distal
chr11_76233810_76236869	LINC02761	-17786	distal
chr11_76263156_76263998	LINC02761	-47132	distal
chr11_76318719_76319201	THAP12	61931	distal
chr11_76380055_76381930	THAP12;GVQW3	0;0	promoter;promoter
chr11_76444144_76446168	EMSY;AP002360.1	0;0	promoter;promoter
chr11_76598583_76598731	AP001189.5	28103	distal
chr11_76604401_76604407	AP001189.5	22427	distal
chr11_76604924_76605223	AP001189.5	21611	distal
chr11_76614432_76614794	LINC02757;AP001189.5	0;12040	distal;distal
chr11_76670641_76671257	LRRC32	0	promoter
chr11_76680772_76681219	AP001189.4	5694	distal
chr11_76721650_76722428	AP003119.1	45795	distal
chr11_76733948_76734271	AP003119.1	33952	distal
chr11_76756406_76756828	AP003119.1	11395	distal
chr11_76763506_76764114	AP003119.1	4109	distal
chr11_76782599_76784808	TSKU;AP003119.2	0;0	promoter;promoter
chr11_76788762_76789193	TSKU	-2559	distal
chr11_76798962_76799771	AP003119.3	-593	promoter
chr11_76807092_76807861	AP003119.3	6729	distal
chr11_76836552_76836689	ACER3	-24229	distal
chr11_76838184_76838796	ACER3	-22122	distal
chr11_76860172_76862130	ACER3	0	promoter
chr11_76880145_76881130	ACER3	19204	distal
chr11_76883640_76884039	ACER3	22699	distal
chr11_76888667_76889849	ACER3	27726	distal
chr11_76891416_76893378	ACER3	30475	distal
chr11_76918875_76920533	ACER3	57934	distal
chr11_76978749_76979289	ACER3;AP002498.1	0;-131	distal;promoter
chr11_77039628_77040041	B3GNT6	5231	distal
chr11_77045999_77048113	B3GNT6	11602	distal
chr11_77065781_77068070	CAPN5	0	promoter
chr11_77069694_77069739	CAPN5	2702	distal
chr11_77073021_77074499	CAPN5	6029	distal
chr11_77086392_77087109	CAPN5;OMP	0;-15731	distal;distal
chr11_77091034_77092848	CAPN5;OMP	0;-9992	distal;distal
chr11_77095857_77096016	CAPN5;OMP	0;-6824	distal;distal
chr11_77104809_77105071	CAPN5;OMP	0;1970	distal;distal
chr11_77105895_77106925	CAPN5;OMP	0;3056	distal;distal
chr11_77108080_77108439	CAPN5;OMP	0;5241	distal;distal
chr11_77109547_77109948	CAPN5;OMP	0;6708	distal;distal
chr11_77113519_77113869	CAPN5;OMP	0;10680	distal;distal
chr11_77126327_77128723	MYO7A	0	promoter
chr11_77130921_77131579	MYO7A	2620	distal
chr11_77152087_77152365	MYO7A	23786	distal
chr11_77154129_77155078	MYO7A	25828	distal
chr11_77175900_77176248	MYO7A	47599	distal
chr11_77178962_77179612	MYO7A	50661	distal
chr11_77183090_77183957	MYO7A	54789	distal
chr11_77188284_77188751	MYO7A	59983	distal
chr11_77195794_77195836	MYO7A	67493	distal
chr11_77322533_77323444	PAK1;GDPD4	0;-35116	distal;distal
chr11_77411219_77412374	PAK1	0	promoter
chr11_77471522_77471978	PAK1;AP003680.1	0;-1393	distal;distal
chr11_77472838_77474976	PAK1;AP003680.1	0;0	promoter;promoter
chr11_77525265_77525950	PAK1	-51204	distal
chr11_77542278_77542646	AQP11	-47307	distal
chr11_77548196_77548869	AQP11	-41084	distal
chr11_77588826_77590951	AQP11	0	promoter
chr11_77602305_77603051	AQP11	12353	distal
chr11_77637288_77638306	CLNS1A	0	promoter
chr11_77819078_77821870	RSF1;AAMDC	0;0	promoter;promoter
chr11_77994105_77995657	INTS4	0	promoter
chr11_78000065_78000499	INTS4	-5396	distal
chr11_78023065_78023372	KCTD14;AP003032.1	0;0	promoter;distal
chr11_78030107_78032242	KCTD14	-6832	distal
chr11_78039940_78040333	KCTD14	5858	distal
chr11_78045574_78046759	KCTD14	0	promoter
chr11_78079107_78080462	NDUFC2	0	promoter
chr11_78100575_78101148	NDUFC2;ALG8	-20714;0	distal;distal
chr11_78139123_78140318	ALG8;KCTD21-AS1	0;0	promoter;promoter
chr11_78149722_78150072	KCTD21-AS1	9780	distal
chr11_78159056_78159661	KCTD21-AS1	19114	distal
chr11_78169049_78169231	KCTD21;KCTD21-AS1	19395;0	distal;distal
chr11_78174689_78175117	KCTD21;KCTD21-AS1	13509;0	distal;distal
chr11_78187341_78190263	USP35;KCTD21	0;0	promoter;promoter
chr11_78192390_78192791	USP35	3472	distal
chr11_78196188_78196571	USP35	-2399	distal
chr11_78209172_78209428	USP35	10203	distal
chr11_78212798_78213538	USP35	13829	distal
chr11_78219790_78220326	GAB2;USP35	0;20821	distal;distal
chr11_78228303_78229201	GAB2;USP35	0;29334	distal;distal
chr11_78244346_78244942	GAB2;USP35	0;45377	distal;distal
chr11_78256974_78257251	GAB2;USP35	0;58005	distal;distal
chr11_78268980_78269350	GAB2;AP003086.1	0;-55408	distal;distal
chr11_78270805_78271424	GAB2;AP003086.1	0;-53334	distal;distal
chr11_78310544_78310979	GAB2;AP003086.1	0;-13779	distal;distal
chr11_78313287_78315211	GAB2;AP003086.1	0;-9547	distal;distal
chr11_78318102_78320116	GAB2;AP003086.1	0;-4642	distal;distal
chr11_78331440_78333268	GAB2;AP003086.1	0;6683	distal;distal
chr11_78337752_78338671	GAB2;AP003086.1	3209;0	distal;distal
chr11_78339376_78340542	GAB2;AP003086.1	1338;0	distal;distal
chr11_78341732_78342639	GAB2;AP003086.1	0;0	promoter;distal
chr11_78343402_78343576	GAB2;AP003086.1	-1523;0	distal;distal
chr11_78344781_78346044	GAB2;AP003086.1	-2902;0	distal;distal
chr11_78349405_78352816	GAB2;AP003086.1	-7526;0	distal;distal
chr11_78354612_78355094	GAB2;AP003086.1	-12733;0	distal;distal
chr11_78370637_78371671	GAB2;AP003086.1;AP003086.2	0;0;-16390	distal;distal;distal
chr11_78373717_78374102	GAB2;AP003086.1;AP003086.2	0;0;-13959	distal;distal;distal
chr11_78414564_78414566	GAB2;AP003086.1	3254;0	distal;distal
chr11_78416129_78421102	GAB2;AP003086.1	0;0	promoter;distal
chr11_78564460_78564775	NARS2	8755	distal
chr11_78574102_78575819	NARS2	0	promoter
chr11_78645199_78646608	NARS2	-70336	distal
chr11_78660527_78660870	NARS2;TENM4	-85664;0	distal;distal
chr11_78689595_78689849	TENM4;AP002768.1	0;-59401	distal;distal
chr11_78715646_78716080	TENM4;AP002768.1	0;-33170	distal;distal
chr11_78798529_78799052	TENM4;AP002768.1	0;49280	distal;distal
chr11_78810166_78810840	TENM4;AP002768.1	0;60917	distal;distal
chr11_78820708_78821222	TENM4;AP002768.1	0;71459	distal;distal
chr11_78822955_78823356	TENM4;AP002768.1	0;73706	distal;distal
chr11_78825459_78826091	TENM4;AP002768.1	0;76210	distal;distal
chr11_78858043_78858243	TENM4;AP002768.1	0;108794	distal;distal
chr11_78961551_78962720	TENM4;AP002957.1	0;-130128	distal;distal
chr11_79019912_79020377	TENM4;AP002957.1	0;-72471	distal;distal
chr11_79052624_79052919	TENM4;AP002957.1	0;-39929	distal;distal
chr11_79066870_79067100	TENM4;AP002957.1	0;-25748	distal;distal
chr11_79081258_79081960	TENM4;AP002957.1	0;-10888	distal;distal
chr11_79100133_79100473	TENM4;AP002957.1	0;6835	distal;distal
chr11_79119343_79120336	TENM4;AP002957.1	0;26045	distal;distal
chr11_79152502_79152865	TENM4;AP001547.1	0;-38693	distal;distal
chr11_79167851_79167993	TENM4;AP001547.1	0;-23565	distal;distal
chr11_79173551_79174066	TENM4;AP001547.1	0;-17492	distal;distal
chr11_79199890_79200289	TENM4;AP001547.1	0;8333	distal;distal
chr11_79212814_79213024	TENM4;AP001547.1	0;21257	distal;distal
chr11_79253015_79253879	TENM4;AP001547.1	0;61458	distal;distal
chr11_79312705_79313987	TENM4;AP001547.1	0;121148	distal;distal
chr11_79374731_79375131	TENM4	65899	distal
chr11_79413272_79413576	TENM4	27454	distal
chr11_79414891_79414978	TENM4	26052	distal
chr11_79437208_79441724	TENM4	0	promoter
chr11_79461171_79461383	TENM4	-20142	distal
chr11_79493582_79493880	TENM4	-52553	distal
chr11_79503108_79503392	TENM4	-62079	distal
chr11_79508595_79508804	TENM4	-67566	distal
chr11_79687299_79687987	AP001978.1	-75000	distal
chr11_79759782_79760305	AP001978.1	-147483	distal
chr11_80371966_80372295	AP006295.1	-44056	distal
chr11_80593965_80594429	LINC02720	168397	distal
chr11_80727415_80727641	LINC02720	35185	distal
chr11_80773997_80774308	LINC02720	-11172	distal
chr11_81237173_81237265	AP003464.1	61973	distal
chr11_81342773_81343775	AP003464.1	167573	distal
chr11_81644280_81644567			intergenic
chr11_81647770_81648524			intergenic
chr11_82046975_82047030	MIR4300HG;AP002802.1	0;75982	distal;distal
chr11_82257702_82258100	MIR4300HG	145645	distal
chr11_82523294_82523415	MIR4300HG	-119382	distal
chr11_82682197_82682673	MIR4300HG	35409	distal
chr11_82695602_82696172	MIR4300HG	21910	distal
chr11_82701895_82702177	MIR4300HG	15905	distal
chr11_82717732_82720937	MIR4300HG	0	promoter
chr11_82723485_82723888	MIR4300HG	-5187	distal
chr11_82730817_82734465	FAM181B	0	promoter
chr11_82750532_82751167	FAM181B	-16669	distal
chr11_82753862_82754786	FAM181B	-19999	distal
chr11_82756603_82758445	FAM181B	-22740	distal
chr11_82775888_82776093	LINC02734	-5409	distal
chr11_82791313_82791390	LINC02734	9812	distal
chr11_82796900_82798355	LINC02734	15399	distal
chr11_82802680_82803029	LINC02734	21179	distal
chr11_82811526_82811612	LINC02734	30025	distal
chr11_82814464_82816088	LINC02734	32963	distal
chr11_82822403_82822909	LINC02734	40902	distal
chr11_82823504_82824723	PRCP;LINC02734	0;42003	distal;distal
chr11_82841144_82843284	PRCP	57146	distal
chr11_82845238_82846479	PRCP	53951	distal
chr11_82858215_82859063	PRCP	41367	distal
chr11_82861048_82861431	PRCP	38999	distal
chr11_82862232_82862730	PRCP	37700	distal
chr11_82863951_82864706	PRCP	35724	distal
chr11_82867434_82867945	PRCP	32485	distal
chr11_82899329_82902071	PRCP;DDIAS	0;0	promoter;promoter
chr11_82988997_82990446	RAB30;AP000893.2	6967;0	distal;distal
chr11_82992202_82992631	RAB30;AP000893.2	4782;0	distal;distal
chr11_82996233_82996268	RAB30;AP000893.2	1145;0	distal;distal
chr11_82997200_82997593	RAB30;AP000893.2	0;0	promoter;distal
chr11_83002224_83002292	RAB30;AP000893.2	-4812;0	distal;distal
chr11_83006719_83008678	RAB30;AP000893.2	-9307;0	distal;distal
chr11_83011569_83012516	RAB30;AP000893.2	-14157;0	distal;distal
chr11_83019756_83020703	RAB30;AP000893.2	13866;0	distal;distal
chr11_83021425_83021688	RAB30;AP000893.2	12881;0	distal;distal
chr11_83023527_83023614	RAB30;AP000893.2	10955;0	distal;distal
chr11_83024276_83025790	RAB30;AP000893.2	8779;0	distal;distal
chr11_83033644_83035844	RAB30;AP000893.2	0;0	promoter;distal
